iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,l2_dimension
KIR,Kiribati,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2018,8.2732,East Asia and Pacific,Lower middle income,Dated (6-10 years),6,Minimum Acceptable Diet,Diets & Care (IYCF)
KIR,Kiribati,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2018,9.3019,East Asia and Pacific,Lower middle income,Dated (6-10 years),6,Minimum Dietary Diversity,Diets & Care (IYCF)
KIR,Kiribati,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2018,74.1032,East Asia and Pacific,Lower middle income,Dated (6-10 years),6,Minimum Meal Frequency,Diets & Care (IYCF)
KNA,Saint Kitts and Nevis,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,97.0,Latin America and Caribbean,High income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
KNA,Saint Kitts and Nevis,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.4,Latin America and Caribbean,High income,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
KOR,Republic of Korea,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,97.0,East Asia and Pacific,High income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
KOR,Republic of Korea,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2012,96.8,East Asia and Pacific,High income,Outdated (>10 years),12,ANC 4+ Visits,Services & Programme Coverage
KOR,Republic of Korea,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.8,East Asia and Pacific,High income,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
KWT,Kuwait,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,99.0,Middle East and North Africa,High income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
KWT,Kuwait,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,100.0,Middle East and North Africa,High income,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
LAO,Lao People's Democratic Republic,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,67.0,East Asia and Pacific,Lower middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LAO,Lao People's Democratic Republic,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2023,71.6,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,ANC 4+ Visits,Services & Programme Coverage
LAO,Lao People's Democratic Republic,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2023,79.8,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Skilled Birth Attendance,Services & Programme Coverage
LAO,Lao People's Democratic Republic,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2023,44.8747,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Early Initiation of BF,Diets & Care (IYCF)
LAO,Lao People's Democratic Republic,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,50.3193,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Exclusive BF <6m,Diets & Care (IYCF)
LAO,Lao People's Democratic Republic,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2017,25.906,East Asia and Pacific,Lower middle income,Dated (6-10 years),7,Minimum Acceptable Diet,Diets & Care (IYCF)
LAO,Lao People's Democratic Republic,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2023,41.0038,East Asia and Pacific,Lower middle income,Recent (≤5 years),1,Minimum Dietary Diversity,Diets & Care (IYCF)
LAO,Lao People's Democratic Republic,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2017,68.5912,East Asia and Pacific,Lower middle income,Dated (6-10 years),7,Minimum Meal Frequency,Diets & Care (IYCF)
LBN,Lebanon,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,49.0,Middle East and North Africa,Upper middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LBN,Lebanon,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2004,98.2,Middle East and North Africa,Upper middle income,Outdated (>10 years),20,Skilled Birth Attendance,Services & Programme Coverage
LBN,Lebanon,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2023,58.8,Middle East and North Africa,Upper middle income,Recent (≤5 years),1,Early Initiation of BF,Diets & Care (IYCF)
LBN,Lebanon,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2023,22.7,Middle East and North Africa,Upper middle income,Recent (≤5 years),1,Exclusive BF <6m,Diets & Care (IYCF)
LBN,Lebanon,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2023,25.8,Middle East and North Africa,Upper middle income,Recent (≤5 years),1,Minimum Dietary Diversity,Diets & Care (IYCF)
LBR,Liberia,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,83.0,Sub-Saharan Africa,Low income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LBR,Liberia,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2022,83.8,Sub-Saharan Africa,Low income,Recent (≤5 years),2,ANC 4+ Visits,Services & Programme Coverage
LBR,Liberia,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2020,84.4,Sub-Saharan Africa,Low income,Recent (≤5 years),4,Skilled Birth Attendance,Services & Programme Coverage
LBR,Liberia,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2019,66.485,Sub-Saharan Africa,Low income,Recent (≤5 years),5,Early Initiation of BF,Diets & Care (IYCF)
LBR,Liberia,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2019,55.2284,Sub-Saharan Africa,Low income,Recent (≤5 years),5,Exclusive BF <6m,Diets & Care (IYCF)
LBR,Liberia,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2019,3.1415,Sub-Saharan Africa,Low income,Recent (≤5 years),5,Minimum Acceptable Diet,Diets & Care (IYCF)
LBR,Liberia,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2019,8.6074,Sub-Saharan Africa,Low income,Recent (≤5 years),5,Minimum Dietary Diversity,Diets & Care (IYCF)
LBR,Liberia,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2019,21.8293,Sub-Saharan Africa,Low income,Recent (≤5 years),5,Minimum Meal Frequency,Diets & Care (IYCF)
LBY,Libya,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,86.0,Middle East and North Africa,Upper middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LBY,Libya,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,79.9,Middle East and North Africa,Upper middle income,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
LBY,Libya,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2013,99.9,Middle East and North Africa,Upper middle income,Outdated (>10 years),11,Skilled Birth Attendance,Services & Programme Coverage
LBY,Libya,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2014,28.8,Middle East and North Africa,Upper middle income,Dated (6-10 years),10,Early Initiation of BF,Diets & Care (IYCF)
LCA,Saint Lucia,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,99.0,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LCA,Saint Lucia,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2012,90.3,Latin America and Caribbean,Upper middle income,Outdated (>10 years),12,ANC 4+ Visits,Services & Programme Coverage
LCA,Saint Lucia,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,100.0,Latin America and Caribbean,Upper middle income,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
LCA,Saint Lucia,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2012,49.5829,Latin America and Caribbean,Upper middle income,Outdated (>10 years),12,Early Initiation of BF,Diets & Care (IYCF)
LCA,Saint Lucia,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2012,3.497,Latin America and Caribbean,Upper middle income,Outdated (>10 years),12,Exclusive BF <6m,Diets & Care (IYCF)
LCA,Saint Lucia,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2012,42.9957,Latin America and Caribbean,Upper middle income,Outdated (>10 years),12,Minimum Meal Frequency,Diets & Care (IYCF)
LKA,Sri Lanka,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,97.0,South Asia,Lower middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LKA,Sri Lanka,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2007,92.5,South Asia,Lower middle income,Outdated (>10 years),17,ANC 4+ Visits,Services & Programme Coverage
LKA,Sri Lanka,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2016,99.5,South Asia,Lower middle income,Dated (6-10 years),8,Skilled Birth Attendance,Services & Programme Coverage
LKA,Sri Lanka,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2022,90.7,South Asia,Lower middle income,Recent (≤5 years),2,Early Initiation of BF,Diets & Care (IYCF)
LKA,Sri Lanka,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2016,80.9288,South Asia,Lower middle income,Dated (6-10 years),8,Exclusive BF <6m,Diets & Care (IYCF)
LKA,Sri Lanka,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2016,78.4447,South Asia,Lower middle income,Dated (6-10 years),8,Minimum Dietary Diversity,Diets & Care (IYCF)
LSO,Lesotho,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,86.0,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LSO,Lesotho,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2024,81.9,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,ANC 4+ Visits,Services & Programme Coverage
LSO,Lesotho,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,88.8,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
LSO,Lesotho,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,67.1393,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
LSO,Lesotho,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,60.7438,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Exclusive BF <6m,Diets & Care (IYCF)
LSO,Lesotho,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,8.4973,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
LSO,Lesotho,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,14.9936,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
LSO,Lesotho,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2024,58.3699,Sub-Saharan Africa,Lower middle income,Recent (≤5 years),0,Minimum Meal Frequency,Diets & Care (IYCF)
LTU,Lithuania,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,89.0,Europe and Central Asia,High income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LTU,Lithuania,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,100.0,Europe and Central Asia,High income,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
LUX,Luxembourg,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,99.0,Europe and Central Asia,High income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LUX,Luxembourg,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2011,97.3,Europe and Central Asia,High income,Outdated (>10 years),13,ANC 4+ Visits,Services & Programme Coverage
LUX,Luxembourg,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2019,99.8,Europe and Central Asia,High income,Recent (≤5 years),5,Skilled Birth Attendance,Services & Programme Coverage
LVA,Latvia,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,97.0,Europe and Central Asia,High income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
LVA,Latvia,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,98.5,Europe and Central Asia,High income,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
MAR,Morocco,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,96.0,Middle East and North Africa,Lower middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
MAR,Morocco,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2018,53.5,Middle East and North Africa,Lower middle income,Dated (6-10 years),6,ANC 4+ Visits,Services & Programme Coverage
MAR,Morocco,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2018,86.6,Middle East and North Africa,Lower middle income,Dated (6-10 years),6,Skilled Birth Attendance,Services & Programme Coverage
MAR,Morocco,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2017,42.6,Middle East and North Africa,Lower middle income,Dated (6-10 years),7,Early Initiation of BF,Diets & Care (IYCF)
MAR,Morocco,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2017,35.0,Middle East and North Africa,Lower middle income,Dated (6-10 years),7,Exclusive BF <6m,Diets & Care (IYCF)
MCO,Monaco,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,99.0,,,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
MDA,Republic of Moldova,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,86.0,Europe and Central Asia,Lower middle income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
MDA,Republic of Moldova,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2012,95.4,Europe and Central Asia,Lower middle income,Outdated (>10 years),12,ANC 4+ Visits,Services & Programme Coverage
MDA,Republic of Moldova,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2024,99.6,Europe and Central Asia,Lower middle income,Recent (≤5 years),0,Skilled Birth Attendance,Services & Programme Coverage
MDA,Republic of Moldova,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2012,60.9195,Europe and Central Asia,Lower middle income,Outdated (>10 years),12,Early Initiation of BF,Diets & Care (IYCF)
MDA,Republic of Moldova,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2012,36.3703,Europe and Central Asia,Lower middle income,Outdated (>10 years),12,Exclusive BF <6m,Diets & Care (IYCF)
MDA,Republic of Moldova,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2005,69.7046,Europe and Central Asia,Lower middle income,Outdated (>10 years),19,Minimum Dietary Diversity,Diets & Care (IYCF)
MDA,Republic of Moldova,NT_CF_MMF,"Minimum meal frequency (6-23 months), %",Layer 2: Underlying Determinants,2012,46.0767,Europe and Central Asia,Lower middle income,Outdated (>10 years),12,Minimum Meal Frequency,Diets & Care (IYCF)
MDG,Madagascar,IM_DTP3,"DTP3 immunisation coverage, % (proxy for health system reach)",Layer 2: Underlying Determinants,2024,60.0,Sub-Saharan Africa,Low income,Recent (≤5 years),0,DTP3 Immunisation,Services & Programme Coverage
MDG,Madagascar,MNCH_ANC4,"ANC 4+ visits coverage, %",Layer 2: Underlying Determinants,2021,59.9,Sub-Saharan Africa,Low income,Recent (≤5 years),3,ANC 4+ Visits,Services & Programme Coverage
MDG,Madagascar,MNCH_SAB,"Skilled birth attendance, %",Layer 2: Underlying Determinants,2021,45.8,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Skilled Birth Attendance,Services & Programme Coverage
MDG,Madagascar,NT_BF_EIBF,"Early initiation of breastfeeding within 1 hour, %",Layer 2: Underlying Determinants,2024,66.1,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Early Initiation of BF,Diets & Care (IYCF)
MDG,Madagascar,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2021,54.4131,Sub-Saharan Africa,Low income,Recent (≤5 years),3,Exclusive BF <6m,Diets & Care (IYCF)
MDG,Madagascar,NT_CF_MAD,"Minimum acceptable diet (6-23 months), %",Layer 2: Underlying Determinants,2024,14.9,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Minimum Acceptable Diet,Diets & Care (IYCF)
MDG,Madagascar,NT_CF_MDD,"Minimum dietary diversity >=5/8 food groups (6-23 months), %",Layer 2: Underlying Determinants,2024,21.1,Sub-Saharan Africa,Low income,Recent (≤5 years),0,Minimum Dietary Diversity,Diets & Care (IYCF)
