iso3,country,indicator,indicator_label,framework_layer,year,value,region,income_group,data_status,years_since_estimate,indicator_short,progress
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.3662,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.0689,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.025,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECLAC_ALL,ECLAC_All countries,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,19.9618,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECLAC_ALL,ECLAC_All countries,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.3988,,,Recent (≤5 years),0,Stunting,Insufficient progress
SDGRC_ECLAC_ALL,ECLAC_All countries,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.7657,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECLAC_ALL,ECLAC_All countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.2,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ECLAC_ALL,ECLAC_All countries,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,9.7106,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,23.0859,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.6074,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.3173,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,28.0401,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,14.8929,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ECLAC_LA,ECLAC_Latin America,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,19.9247,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ECLAC_LA,ECLAC_Latin America,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,12.4733,,,Recent (≤5 years),0,Stunting,Insufficient progress
SDGRC_ECLAC_LA,ECLAC_Latin America,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.7844,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ECLAC_LA,ECLAC_Latin America,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,43.3839,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ECLAC_LA,ECLAC_Latin America,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,9.6554,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,33.3891,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,23.0565,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.1603,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,52.4716,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ESCAP_ALL,ESCAP_All countries,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,17.3409,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,24.1892,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,22.7346,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.3263,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.0128,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,36.2485,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,23.9407,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.781,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,50.7407,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,16.7618,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,16.0176,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.8517,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,10.1457,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,35.2145,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ESCAP_ENEA,ESCAP_East and North-East Asia (ENEA),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,5.5766,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,38.1489,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,28.5629,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,2.3346,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,55.7958,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ESCAP_LDC,ESCAP_LDC (LDC_E),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,19.9998,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,34.7733,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,21.8559,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.1277,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,48.3561,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ESCAP_LLDC,ESCAP_LLDC (LLDC_E),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.2591,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_NCA,ESCAP_North and Central Asia (NCA),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,27.3554,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_NCA,ESCAP_North and Central Asia (NCA),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,6.151,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ESCAP_NCA,ESCAP_North and Central Asia (NCA),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,7.5737,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_NCA,ESCAP_North and Central Asia (NCA),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,6.7636,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_OTHER_AREA,ESCAP_Other Area (OTH_REGION),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,28.2039,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_OTHER_AREA,ESCAP_Other Area (OTH_REGION),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,21.8018,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_OTHER_AREA,ESCAP_Other Area (OTH_REGION),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,5.7839,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_OTHER_AREA,ESCAP_Other Area (OTH_REGION),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.2502,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_PACIFIC,ESCAP_PACIFIC (PAC),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,16.8513,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_PACIFIC,ESCAP_PACIFIC (PAC),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,20.7683,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_PACIFIC,ESCAP_PACIFIC (PAC),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,19.9719,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_PACIFIC,ESCAP_PACIFIC (PAC),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,11.9302,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_PIDE,ESCAP_Pacific island developing economies (PIDE),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,28.8694,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_PIDE,ESCAP_Pacific island developing economies (PIDE),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,41.5076,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_PIDE,ESCAP_Pacific island developing economies (PIDE),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,15.9924,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_PIDE,ESCAP_Pacific island developing economies (PIDE),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,17.9386,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_SAARC,ESCAP_SAARC (SAARC),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,50.4351,,,Recent (≤5 years),1,Anaemia (WRA),Insufficient progress
SDGRC_ESCAP_SAARC,ESCAP_SAARC (SAARC),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,32.304,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_SAARC,ESCAP_SAARC (SAARC),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.1752,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_SAARC,ESCAP_SAARC (SAARC),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,59.5299,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ESCAP_SAARC,ESCAP_SAARC (SAARC),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,24.7804,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_SEA,ESCAP_South-East Asia (SEA),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,24.1892,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_SEA,ESCAP_South-East Asia (SEA),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,22.7346,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_SEA,ESCAP_South-East Asia (SEA),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.3263,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_SEA,ESCAP_South-East Asia (SEA),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,12.0128,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_SIDS,ESCAP_Small Islands Developing States,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,25.6781,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_SIDS,ESCAP_Small Islands Developing States,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,36.8418,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_SIDS,ESCAP_Small Islands Developing States,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,13.2229,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_SIDS,ESCAP_Small Islands Developing States,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,17.0849,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_SSWA,ESCAP_South and South-West Asia (SSWA),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,48.4965,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_SSWA,ESCAP_South and South-West Asia (SSWA),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,30.6097,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_SSWA,ESCAP_South and South-West Asia (SSWA),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.2949,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_SSWA,ESCAP_South and South-West Asia (SSWA),NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,58.9762,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ESCAP_SSWA,ESCAP_South and South-West Asia (SSWA),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,24.0011,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_WB_HIGH,ESCAP_WB High Income Economies,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,19.8834,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_WB_HIGH,ESCAP_WB High Income Economies,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.2164,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ESCAP_WB_HIGH,ESCAP_WB High Income Economies,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.7184,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_WB_HIGH,ESCAP_WB High Income Economies,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,8.4249,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_WB_LOW,ESCAP_WB Low Income Economies,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,38.4893,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_WB_LOW,ESCAP_WB Low Income Economies,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,36.8968,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_WB_LOW,ESCAP_WB Low Income Economies,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,4.179,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_WB_LOW,ESCAP_WB Low Income Economies,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,63.3,,,Recent (≤5 years),0,Excl. Breastfeeding,On track
SDGRC_ESCAP_WB_LOW,ESCAP_WB Low Income Economies,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,18.5961,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_WB_LOWER_MID,ESCAP_WB Lower Middle Income Economies,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,46.2749,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_WB_LOWER_MID,ESCAP_WB Lower Middle Income Economies,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,30.3329,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCAP_WB_LOWER_MID,ESCAP_WB Lower Middle Income Economies,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.5518,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_WB_LOWER_MID,ESCAP_WB Lower Middle Income Economies,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,56.8814,,,Recent (≤5 years),0,Excl. Breastfeeding,Insufficient progress
SDGRC_ESCAP_WB_LOWER_MID,ESCAP_WB Lower Middle Income Economies,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,23.0183,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCAP_WB_UPPER_MID,ESCAP_WB Upper Middle Income Economies,NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,19.3213,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCAP_WB_UPPER_MID,ESCAP_WB Upper Middle Income Economies,NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.5503,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ESCAP_WB_UPPER_MID,ESCAP_WB Upper Middle Income Economies,NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.0523,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCAP_WB_UPPER_MID,ESCAP_WB Upper Middle Income Economies,NT_BF_EXBF,"Exclusive breastfeeding <6 months, %",Layer 1: Nutrition Outcomes,2024,35.4679,,,Recent (≤5 years),0,Excl. Breastfeeding,Off track
SDGRC_ESCAP_WB_UPPER_MID,ESCAP_WB Upper Middle Income Economies,NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,7.3538,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCWA_ARAB_HIGH,ESCWA_Arab High-Income Countries (HICs),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,22.6494,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCWA_ARAB_HIGH,ESCWA_Arab High-Income Countries (HICs),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.3759,,,Recent (≤5 years),0,Stunting,On track
SDGRC_ESCWA_ARAB_HIGH,ESCWA_Arab High-Income Countries (HICs),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,8.4612,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCWA_ARAB_HIGH,ESCWA_Arab High-Income Countries (HICs),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,10.9115,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCWA_ARAB_LOW,(SDGRC) ESCWA_Arab Low-Income Countries (LICs),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,35.6582,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCWA_ARAB_LOW,(SDGRC) ESCWA_Arab Low-Income Countries (LICs),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,35.7915,,,Recent (≤5 years),0,Stunting,Off track
SDGRC_ESCWA_ARAB_LOW,(SDGRC) ESCWA_Arab Low-Income Countries (LICs),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,3.3224,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
SDGRC_ESCWA_ARAB_LOW,(SDGRC) ESCWA_Arab Low-Income Countries (LICs),NT_BW_LBW,"Low birth weight (<2500g), %",Layer 1: Nutrition Outcomes,2020,13.6438,,,Recent (≤5 years),4,Low Birth Weight,On track
SDGRC_ESCWA_ARAB_MID,(SDGRC) ESCWA_Arab Middle-Income Countries (MICs),NT_ANE_WOM_15_49_MOD,"Anaemia in women 15-49 years, %",Layer 1: Nutrition Outcomes,2023,31.1869,,,Recent (≤5 years),1,Anaemia (WRA),On track
SDGRC_ESCWA_ARAB_MID,(SDGRC) ESCWA_Arab Middle-Income Countries (MICs),NT_ANT_HAZ_NE2_MOD,"Stunting (<-2SD HAZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,11.442,,,Recent (≤5 years),0,Stunting,Insufficient progress
SDGRC_ESCWA_ARAB_MID,(SDGRC) ESCWA_Arab Middle-Income Countries (MICs),NT_ANT_WHZ_PO2_MOD,"Overweight (>+2SD WHZ), modelled estimate, %",Layer 1: Nutrition Outcomes,2024,9.1138,,,Recent (≤5 years),0,Overweight,Monitor (no numeric target)
