iso3,country,year,indicator,indicator_short,layer,value,years_since,region,income_group,nis_readiness_score,layer1_score,layer2_score
IRQ,Iraq,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,27.1,1,Middle East and North Africa,Upper middle income,43.33333333333333,66.66666666666666,20.0
IRQ,Iraq,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,9.4151,0,Middle East and North Africa,Upper middle income,43.33333333333333,66.66666666666666,20.0
IRQ,Iraq,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,4.6076,0,Middle East and North Africa,Upper middle income,43.33333333333333,66.66666666666666,20.0
IRQ,Iraq,2018,NT_BF_EIBF,Early BF Initiation,Layer 2,32.3583,6,Middle East and North Africa,Upper middle income,43.33333333333333,66.66666666666666,20.0
IRQ,Iraq,2018,NT_BF_EXBF,Excl. BF,Layer 1,25.8224,6,Middle East and North Africa,Upper middle income,43.33333333333333,66.66666666666666,20.0
IRQ,Iraq,2020,NT_BW_LBW,Low Birth Weight,Layer 1,10.8614,4,Middle East and North Africa,Upper middle income,43.33333333333333,66.66666666666666,20.0
IRQ,Iraq,2018,NT_CF_MAD,Min Acceptable Diet,Layer 2,34.1185,6,Middle East and North Africa,Upper middle income,43.33333333333333,66.66666666666666,20.0
IRQ,Iraq,2018,NT_CF_MDD,Min Dietary Diversity,Layer 2,44.5826,6,Middle East and North Africa,Upper middle income,43.33333333333333,66.66666666666666,20.0
IRQ,Iraq,2018,NT_CF_MMF,Min Meal Frequency,Layer 2,74.3352,6,Middle East and North Africa,Upper middle income,43.33333333333333,66.66666666666666,20.0
ISL,Iceland,2024,IM_DTP3,DTP3 Coverage,Layer 2,94.0,0,Europe and Central Asia,High income,26.666666666666664,33.33333333333333,20.0
ISL,Iceland,2023,MNCH_SAB,Skilled Birth Attendance,Layer 2,97.6,1,Europe and Central Asia,High income,26.666666666666664,33.33333333333333,20.0
ISL,Iceland,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,14.7,1,Europe and Central Asia,High income,26.666666666666664,33.33333333333333,20.0
ISL,Iceland,2020,NT_BW_LBW,Low Birth Weight,Layer 1,3.9928,4,Europe and Central Asia,High income,26.666666666666664,33.33333333333333,20.0
ISR,Israel,2024,IM_DTP3,DTP3 Coverage,Layer 2,98.0,0,Middle East and North Africa,High income,26.666666666666664,33.33333333333333,20.0
ISR,Israel,2023,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.5,1,Middle East and North Africa,High income,26.666666666666664,33.33333333333333,20.0
ISR,Israel,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,14.6,1,Middle East and North Africa,High income,26.666666666666664,33.33333333333333,20.0
ISR,Israel,2020,NT_BW_LBW,Low Birth Weight,Layer 1,8.9839,4,Middle East and North Africa,High income,26.666666666666664,33.33333333333333,20.0
ITA,Italy,2024,IM_DTP3,DTP3 Coverage,Layer 2,94.0,0,Europe and Central Asia,High income,26.666666666666664,33.33333333333333,20.0
ITA,Italy,2003,MNCH_ANC4,ANC 4+ Visits,Layer 2,68.1,20,Europe and Central Asia,High income,26.666666666666664,33.33333333333333,20.0
ITA,Italy,2023,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.9,1,Europe and Central Asia,High income,26.666666666666664,33.33333333333333,20.0
ITA,Italy,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,16.4,1,Europe and Central Asia,High income,26.666666666666664,33.33333333333333,20.0
ITA,Italy,2020,NT_BW_LBW,Low Birth Weight,Layer 1,7.2106,4,Europe and Central Asia,High income,26.666666666666664,33.33333333333333,20.0
JAM,Jamaica,2024,IM_DTP3,DTP3 Coverage,Layer 2,99.0,0,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2021,MNCH_ANC4,ANC 4+ Visits,Layer 2,83.6,3,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2023,MNCH_SAB,Skilled Birth Attendance,Layer 2,98.8,1,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,21.5,1,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,6.8575,0,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,5.0607,0,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2011,NT_BF_EIBF,Early BF Initiation,Layer 2,64.719,13,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2022,NT_BF_EXBF,Excl. BF,Layer 1,32.9926,2,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2020,NT_BW_LBW,Low Birth Weight,Layer 1,13.6812,4,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2022,NT_CF_MAD,Min Acceptable Diet,Layer 2,33.354,2,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2022,NT_CF_MDD,Min Dietary Diversity,Layer 2,51.3693,2,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JAM,Jamaica,2022,NT_CF_MMF,Min Meal Frequency,Layer 2,60.6592,2,Latin America and Caribbean,Upper middle income,71.66666666666667,83.33333333333334,60.0
JOR,Jordan,2024,IM_DTP3,DTP3 Coverage,Layer 2,96.0,0,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2023,MNCH_ANC4,ANC 4+ Visits,Layer 2,93.1,1,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2023,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.9,1,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,33.0,1,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,7.6614,0,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,10.6022,0,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2023,NT_BF_EIBF,Early BF Initiation,Layer 2,33.7693,1,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2023,NT_BF_EXBF,Excl. BF,Layer 1,23.9101,1,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2020,NT_BW_LBW,Low Birth Weight,Layer 1,18.9367,4,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2023,NT_CF_MAD,Min Acceptable Diet,Layer 2,27.2309,1,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2023,NT_CF_MDD,Min Dietary Diversity,Layer 2,42.4242,1,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JOR,Jordan,2023,NT_CF_MMF,Min Meal Frequency,Layer 2,59.8446,1,Middle East and North Africa,Upper middle income,76.66666666666667,83.33333333333334,70.0
JPN,Japan,2024,IM_DTP3,DTP3 Coverage,Layer 2,99.0,0,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
JPN,Japan,2023,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.8,1,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
JPN,Japan,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,18.7,1,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
JPN,Japan,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,5.1694,0,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
JPN,Japan,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,1.9618,0,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
JPN,Japan,2020,NT_BW_LBW,Low Birth Weight,Layer 1,11.3047,4,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
KAZ,Kazakhstan,2024,IM_DTP3,DTP3 Coverage,Layer 2,98.0,0,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2015,MNCH_ANC4,ANC 4+ Visits,Layer 2,95.3,9,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2018,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.9,6,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,30.5,1,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,4.4346,0,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,8.7274,0,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2015,NT_BF_EIBF,Early BF Initiation,Layer 2,83.2887,9,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2015,NT_BF_EXBF,Excl. BF,Layer 1,37.7719,9,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2020,NT_BW_LBW,Low Birth Weight,Layer 1,5.2911,4,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2015,NT_CF_MAD,Min Acceptable Diet,Layer 2,36.6726,9,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2015,NT_CF_MDD,Min Dietary Diversity,Layer 2,48.9808,9,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KAZ,Kazakhstan,2015,NT_CF_MMF,Min Meal Frequency,Layer 2,73.208,9,Europe and Central Asia,Upper middle income,38.33333333333333,66.66666666666666,10.0
KEN,Kenya,2024,IM_DTP3,DTP3 Coverage,Layer 2,91.0,0,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2022,MNCH_ANC4,ANC 4+ Visits,Layer 2,66.0,2,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2022,MNCH_SAB,Skilled Birth Attendance,Layer 2,89.3,2,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,32.2,1,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,17.9087,0,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,4.3344,0,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2022,NT_BF_EIBF,Early BF Initiation,Layer 2,60.1271,2,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2022,NT_BF_EXBF,Excl. BF,Layer 1,59.7122,2,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2020,NT_BW_LBW,Low Birth Weight,Layer 1,9.9711,4,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2022,NT_CF_MAD,Min Acceptable Diet,Layer 2,30.6664,2,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2022,NT_CF_MDD,Min Dietary Diversity,Layer 2,36.9253,2,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KEN,Kenya,2022,NT_CF_MMF,Min Meal Frequency,Layer 2,70.9052,2,Sub-Saharan Africa,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2024,IM_DTP3,DTP3 Coverage,Layer 2,85.0,0,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2023,MNCH_ANC4,ANC 4+ Visits,Layer 2,94.4,1,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2023,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.8,1,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,32.9,1,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,11.0389,0,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,9.8526,0,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2023,NT_BF_EIBF,Early BF Initiation,Layer 2,73.2173,1,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2023,NT_BF_EXBF,Excl. BF,Layer 1,44.2549,1,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2020,NT_BW_LBW,Low Birth Weight,Layer 1,6.0377,4,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2023,NT_CF_MAD,Min Acceptable Diet,Layer 2,50.515,1,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2023,NT_CF_MDD,Min Dietary Diversity,Layer 2,65.7408,1,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KGZ,Kyrgyzstan,2023,NT_CF_MMF,Min Meal Frequency,Layer 2,77.778,1,Europe and Central Asia,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2024,IM_DTP3,DTP3 Coverage,Layer 2,83.0,0,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2022,MNCH_ANC4,ANC 4+ Visits,Layer 2,86.0,2,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2022,MNCH_SAB,Skilled Birth Attendance,Layer 2,98.7,2,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,38.0,1,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,21.9644,0,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,5.6724,0,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2021,NT_BF_EIBF,Early BF Initiation,Layer 2,53.9956,3,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2021,NT_BF_EXBF,Excl. BF,Layer 1,50.2936,3,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2020,NT_BW_LBW,Low Birth Weight,Layer 1,11.449,4,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2021,NT_CF_MAD,Min Acceptable Diet,Layer 2,42.0349,3,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2021,NT_CF_MDD,Min Dietary Diversity,Layer 2,48.6445,3,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KHM,Cambodia,2021,NT_CF_MMF,Min Meal Frequency,Layer 2,81.6674,3,East Asia and Pacific,Lower middle income,76.66666666666667,83.33333333333334,70.0
KIR,Kiribati,2024,IM_DTP3,DTP3 Coverage,Layer 2,94.0,0,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2019,MNCH_ANC4,ANC 4+ Visits,Layer 2,67.0,5,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2019,MNCH_SAB,Skilled Birth Attendance,Layer 2,91.9,5,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,26.9,1,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,14.655,0,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,2.1147,0,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2018,NT_BF_EIBF,Early BF Initiation,Layer 2,45.5991,6,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2018,NT_BF_EXBF,Excl. BF,Layer 1,63.5852,6,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2020,NT_BW_LBW,Low Birth Weight,Layer 1,9.0314,4,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2018,NT_CF_MAD,Min Acceptable Diet,Layer 2,8.2732,6,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2018,NT_CF_MDD,Min Dietary Diversity,Layer 2,9.3019,6,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KIR,Kiribati,2018,NT_CF_MMF,Min Meal Frequency,Layer 2,74.1032,6,East Asia and Pacific,Lower middle income,48.33333333333333,66.66666666666666,30.0
KNA,Saint Kitts and Nevis,2024,IM_DTP3,DTP3 Coverage,Layer 2,97.0,0,Latin America and Caribbean,High income,18.333333333333332,16.666666666666664,20.0
KNA,Saint Kitts and Nevis,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.4,0,Latin America and Caribbean,High income,18.333333333333332,16.666666666666664,20.0
KNA,Saint Kitts and Nevis,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,19.4,1,Latin America and Caribbean,High income,18.333333333333332,16.666666666666664,20.0
KOR,Republic of Korea,2024,IM_DTP3,DTP3 Coverage,Layer 2,97.0,0,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
KOR,Republic of Korea,2012,MNCH_ANC4,ANC 4+ Visits,Layer 2,96.8,12,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
KOR,Republic of Korea,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.8,0,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
KOR,Republic of Korea,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,15.7,1,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
KOR,Republic of Korea,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,1.8301,0,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
KOR,Republic of Korea,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,5.4947,0,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
KOR,Republic of Korea,2020,NT_BW_LBW,Low Birth Weight,Layer 1,7.4631,4,East Asia and Pacific,High income,43.33333333333333,66.66666666666666,20.0
KWT,Kuwait,2024,IM_DTP3,DTP3 Coverage,Layer 2,99.0,0,Middle East and North Africa,High income,43.33333333333333,66.66666666666666,20.0
KWT,Kuwait,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,100.0,0,Middle East and North Africa,High income,43.33333333333333,66.66666666666666,20.0
KWT,Kuwait,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,27.7,1,Middle East and North Africa,High income,43.33333333333333,66.66666666666666,20.0
KWT,Kuwait,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,4.456,0,Middle East and North Africa,High income,43.33333333333333,66.66666666666666,20.0
KWT,Kuwait,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,10.0813,0,Middle East and North Africa,High income,43.33333333333333,66.66666666666666,20.0
KWT,Kuwait,2020,NT_BW_LBW,Low Birth Weight,Layer 1,14.366,4,Middle East and North Africa,High income,43.33333333333333,66.66666666666666,20.0
LAO,Lao People's Democratic Republic,2024,IM_DTP3,DTP3 Coverage,Layer 2,67.0,0,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2023,MNCH_ANC4,ANC 4+ Visits,Layer 2,71.6,1,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2023,MNCH_SAB,Skilled Birth Attendance,Layer 2,79.8,1,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,28.6,1,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,29.8514,0,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,3.7132,0,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2023,NT_BF_EIBF,Early BF Initiation,Layer 2,44.8747,1,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2023,NT_BF_EXBF,Excl. BF,Layer 1,50.3193,1,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2020,NT_BW_LBW,Low Birth Weight,Layer 1,16.7323,4,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2017,NT_CF_MAD,Min Acceptable Diet,Layer 2,25.906,7,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2023,NT_CF_MDD,Min Dietary Diversity,Layer 2,41.0038,1,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LAO,Lao People's Democratic Republic,2017,NT_CF_MMF,Min Meal Frequency,Layer 2,68.5912,7,East Asia and Pacific,Lower middle income,66.66666666666667,83.33333333333334,50.0
LBN,Lebanon,2024,IM_DTP3,DTP3 Coverage,Layer 2,49.0,0,Middle East and North Africa,Upper middle income,56.66666666666667,83.33333333333334,30.0
LBN,Lebanon,2004,MNCH_SAB,Skilled Birth Attendance,Layer 2,98.2,20,Middle East and North Africa,Upper middle income,56.66666666666667,83.33333333333334,30.0
LBN,Lebanon,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,34.0,1,Middle East and North Africa,Upper middle income,56.66666666666667,83.33333333333334,30.0
LBN,Lebanon,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,10.0694,0,Middle East and North Africa,Upper middle income,56.66666666666667,83.33333333333334,30.0
LBN,Lebanon,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,4.5351,0,Middle East and North Africa,Upper middle income,56.66666666666667,83.33333333333334,30.0
LBN,Lebanon,2023,NT_BF_EIBF,Early BF Initiation,Layer 2,58.8,1,Middle East and North Africa,Upper middle income,56.66666666666667,83.33333333333334,30.0
LBN,Lebanon,2023,NT_BF_EXBF,Excl. BF,Layer 1,22.7,1,Middle East and North Africa,Upper middle income,56.66666666666667,83.33333333333334,30.0
LBN,Lebanon,2020,NT_BW_LBW,Low Birth Weight,Layer 1,12.5996,4,Middle East and North Africa,Upper middle income,56.66666666666667,83.33333333333334,30.0
LBN,Lebanon,2023,NT_CF_MDD,Min Dietary Diversity,Layer 2,25.8,1,Middle East and North Africa,Upper middle income,56.66666666666667,83.33333333333334,30.0
LBR,Liberia,2024,IM_DTP3,DTP3 Coverage,Layer 2,83.0,0,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2022,MNCH_ANC4,ANC 4+ Visits,Layer 2,83.8,2,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2020,MNCH_SAB,Skilled Birth Attendance,Layer 2,84.4,4,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,42.5,1,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,26.887,0,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,6.0982,0,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2019,NT_BF_EIBF,Early BF Initiation,Layer 2,66.485,5,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2019,NT_BF_EXBF,Excl. BF,Layer 1,55.2284,5,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2020,NT_BW_LBW,Low Birth Weight,Layer 1,19.8813,4,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2019,NT_CF_MAD,Min Acceptable Diet,Layer 2,3.1415,5,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2019,NT_CF_MDD,Min Dietary Diversity,Layer 2,8.6074,5,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBR,Liberia,2019,NT_CF_MMF,Min Meal Frequency,Layer 2,21.8293,5,Sub-Saharan Africa,Low income,76.66666666666667,83.33333333333334,70.0
LBY,Libya,2024,IM_DTP3,DTP3 Coverage,Layer 2,86.0,0,Middle East and North Africa,Upper middle income,35.0,50.0,20.0
LBY,Libya,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,79.9,0,Middle East and North Africa,Upper middle income,35.0,50.0,20.0
LBY,Libya,2013,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.9,11,Middle East and North Africa,Upper middle income,35.0,50.0,20.0
LBY,Libya,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,29.3,1,Middle East and North Africa,Upper middle income,35.0,50.0,20.0
