iso3,country,year,indicator,indicator_short,layer,value,years_since,region,income_group,nis_readiness_score,layer1_score,layer2_score
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,54.5,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,58.6,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,41.2494,1,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,31.5329,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,2.7959,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2024,NT_BF_EIBF,Early BF Initiation,Layer 2,42.1799,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2024,NT_BF_EXBF,Excl. BF,Layer 1,31.0037,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2020,NT_BW_LBW,Low Birth Weight,Layer 1,13.8046,4,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2024,NT_CF_MAD,Min Acceptable Diet,Layer 2,9.5814,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2024,NT_CF_MDD,Min Dietary Diversity,Layer 2,16.2757,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SAHEL,(SDGRC) ECA_Sahel,2024,NT_CF_MMF,Min Meal Frequency,Layer 2,42.1771,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2024,IM_DTP3,DTP3 Coverage,Layer 2,84.0,0,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,72.8,0,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,97.8,0,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,33.6599,1,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,12.0604,0,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,5.3176,0,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2024,NT_BF_EIBF,Early BF Initiation,Layer 2,29.4242,0,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2024,NT_BF_EXBF,Excl. BF,Layer 1,33.1505,0,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2020,NT_BW_LBW,Low Birth Weight,Layer 1,18.7341,4,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SIS,(SDGRC) ECA_Small Island states,2024,NT_CF_MDD,Min Dietary Diversity,Layer 2,19.5842,0,,,66.66666666666667,83.33333333333334,50.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,IM_DTP3,DTP3 Coverage,Layer 2,74.0,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,57.5,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,72.5,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,36.6056,1,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,32.3269,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,3.843,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,NT_BF_EIBF,Early BF Initiation,Layer 2,56.4496,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,NT_BF_EXBF,Excl. BF,Layer 1,45.6644,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2020,NT_BW_LBW,Low Birth Weight,Layer 1,13.8976,4,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,NT_CF_MAD,Min Acceptable Diet,Layer 2,10.5943,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,NT_CF_MDD,Min Dietary Diversity,Layer 2,18.45,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_SSA,(SDGRC) ECA_Sub-Saharan Africa,2024,NT_CF_MMF,Min Meal Frequency,Layer 2,43.1169,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,IM_DTP3,DTP3 Coverage,Layer 2,75.0,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,57.7,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,63.1,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,41.7198,1,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,29.8206,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,2.2244,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,NT_BF_EIBF,Early BF Initiation,Layer 2,42.8765,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,NT_BF_EXBF,Excl. BF,Layer 1,34.5515,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2020,NT_BW_LBW,Low Birth Weight,Layer 1,14.2827,4,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,NT_CF_MAD,Min Acceptable Diet,Layer 2,8.78,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,NT_CF_MDD,Min Dietary Diversity,Layer 2,17.9982,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECA_WA,(SDGRC) West Africa,2024,NT_CF_MMF,Min Meal Frequency,Layer 2,39.3074,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ECE_ALL,ECE_All countries,2024,IM_DTP3,DTP3 Coverage,Layer 2,93.0,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_ALL,ECE_All countries,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,94.5,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_ALL,ECE_All countries,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.0,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_ALL,ECE_All countries,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,19.4197,1,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_ALL,ECE_All countries,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,4.4211,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_ALL,ECE_All countries,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,8.2045,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_ALL,ECE_All countries,2020,NT_BW_LBW,Low Birth Weight,Layer 1,7.7499,4,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_CIS11,ECE_CIS (CWG),2024,IM_DTP3,DTP3 Coverage,Layer 2,93.0,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_CIS11,ECE_CIS (CWG),2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,89.7,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_CIS11,ECE_CIS (CWG),2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.7,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_CIS11,ECE_CIS (CWG),2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,26.1806,1,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_CIS11,ECE_CIS (CWG),2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,6.4202,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_CIS11,ECE_CIS (CWG),2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,8.0623,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_CIS11,ECE_CIS (CWG),2020,NT_BW_LBW,Low Birth Weight,Layer 1,6.6289,4,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),2024,IM_DTP3,DTP3 Coverage,Layer 2,96.0,0,,,43.33333333333333,66.66666666666666,20.0
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.8,0,,,43.33333333333333,66.66666666666666,20.0
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,24.9767,1,,,43.33333333333333,66.66666666666666,20.0
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,4.8019,0,,,43.33333333333333,66.66666666666666,20.0
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,9.2036,0,,,43.33333333333333,66.66666666666666,20.0
SDGRC_ECE_EAEU,ECE_Eurasian Economic Union (EAEU),2020,NT_BW_LBW,Low Birth Weight,Layer 1,6.7322,4,,,43.33333333333333,66.66666666666666,20.0
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",2024,IM_DTP3,DTP3 Coverage,Layer 2,93.0,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,89.6,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.7,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,26.2309,1,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,6.3994,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,8.0143,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EECCA,"ECE_Eastern Europe, Caucasus and Central Asia (CIS)",2020,NT_BW_LBW,Low Birth Weight,Layer 1,6.6384,4,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU27,ECE_European Union (E25),2024,IM_DTP3,DTP3 Coverage,Layer 2,92.0,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU27,ECE_European Union (E25),2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,95.4,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU27,ECE_European Union (E25),2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,98.4,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU27,ECE_European Union (E25),2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,17.1093,1,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU27,ECE_European Union (E25),2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,2.8027,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU27,ECE_European Union (E25),2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,6.7482,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU27,ECE_European Union (E25),2020,NT_BW_LBW,Low Birth Weight,Layer 1,7.1877,4,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),2024,IM_DTP3,DTP3 Coverage,Layer 2,93.0,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,97.1,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,98.3,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,15.2189,1,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,2.71,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,6.572,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_EU_EUROAREA,ECE_Euro area (EMU),2020,NT_BW_LBW,Low Birth Weight,Layer 1,7.3299,4,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),2024,IM_DTP3,DTP3 Coverage,Layer 2,91.0,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,94.0,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.9,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,24.4317,1,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,5.3662,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,12.0689,0,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECE_WESTBALKANS,ECE_West Balkans (ST7),2020,NT_BW_LBW,Low Birth Weight,Layer 1,6.025,4,,,48.33333333333333,66.66666666666666,30.0
SDGRC_ECLAC_ALL,ECLAC_All countries,2024,IM_DTP3,DTP3 Coverage,Layer 2,82.0,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_ALL,ECLAC_All countries,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,91.0,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_ALL,ECLAC_All countries,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,95.9,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_ALL,ECLAC_All countries,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,19.9618,1,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_ALL,ECLAC_All countries,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,12.3988,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_ALL,ECLAC_All countries,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,8.7657,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_ALL,ECLAC_All countries,2024,NT_BF_EIBF,Early BF Initiation,Layer 2,58.858,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_ALL,ECLAC_All countries,2024,NT_BF_EXBF,Excl. BF,Layer 1,43.2,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_ALL,ECLAC_All countries,2020,NT_BW_LBW,Low Birth Weight,Layer 1,9.7106,4,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,2024,IM_DTP3,DTP3 Coverage,Layer 2,93.0,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,87.6,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,99.0,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,23.0859,1,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,6.6074,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,7.3173,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,2024,NT_BF_EXBF,Excl. BF,Layer 1,28.0401,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,2020,NT_BW_LBW,Low Birth Weight,Layer 1,14.8929,4,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_CARIBBEAN,ECLAC_Carribean,2024,NT_CF_MDD,Min Dietary Diversity,Layer 2,44.5103,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_LA,ECLAC_Latin America,2024,IM_DTP3,DTP3 Coverage,Layer 2,82.0,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_LA,ECLAC_Latin America,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,91.1,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_LA,ECLAC_Latin America,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,95.8,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_LA,ECLAC_Latin America,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,19.9247,1,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_LA,ECLAC_Latin America,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,12.4733,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_LA,ECLAC_Latin America,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,8.7844,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_LA,ECLAC_Latin America,2024,NT_BF_EIBF,Early BF Initiation,Layer 2,58.9187,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_LA,ECLAC_Latin America,2024,NT_BF_EXBF,Excl. BF,Layer 1,43.3839,0,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ECLAC_LA,ECLAC_Latin America,2020,NT_BW_LBW,Low Birth Weight,Layer 1,9.6554,4,,,61.66666666666667,83.33333333333334,40.0
SDGRC_ESCAP_AFRICA,(SDGRC) ESCAP_Africa (AFR),2024,IM_DTP3,DTP3 Coverage,Layer 2,76.0,0,,,5.0,0.0,10.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,IM_DTP3,DTP3 Coverage,Layer 2,91.0,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,72.9,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,91.8,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,33.3891,1,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,23.0565,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,5.1603,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,NT_BF_EIBF,Early BF Initiation,Layer 2,41.2327,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,NT_BF_EXBF,Excl. BF,Layer 1,52.4716,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2020,NT_BW_LBW,Low Birth Weight,Layer 1,17.3409,4,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,NT_CF_MAD,Min Acceptable Diet,Layer 2,22.3275,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,NT_CF_MDD,Min Dietary Diversity,Layer 2,35.0011,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ALL,ESCAP_All countries,2024,NT_CF_MMF,Min Meal Frequency,Layer 2,52.1265,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),2024,IM_DTP3,DTP3 Coverage,Layer 2,80.0,0,,,58.33333333333333,66.66666666666666,50.0
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,80.5,0,,,58.33333333333333,66.66666666666666,50.0
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,94.1,0,,,58.33333333333333,66.66666666666666,50.0
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,24.1892,1,,,58.33333333333333,66.66666666666666,50.0
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,22.7346,0,,,58.33333333333333,66.66666666666666,50.0
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,4.3263,0,,,58.33333333333333,66.66666666666666,50.0
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),2024,NT_BF_EIBF,Early BF Initiation,Layer 2,50.3334,0,,,58.33333333333333,66.66666666666666,50.0
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),2020,NT_BW_LBW,Low Birth Weight,Layer 1,12.0128,4,,,58.33333333333333,66.66666666666666,50.0
SDGRC_ESCAP_ASEAN,ESCAP_ASEAN (ASEAN),2024,NT_CF_MDD,Min Dietary Diversity,Layer 2,50.7002,0,,,58.33333333333333,66.66666666666666,50.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,IM_DTP3,DTP3 Coverage,Layer 2,85.0,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,MNCH_ANC4,ANC 4+ Visits,Layer 2,61.5,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,MNCH_SAB,Skilled Birth Attendance,Layer 2,82.1,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2023,NT_ANE_WOM_15_49_MOD,Anaemia WRA,Layer 1,36.2485,1,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,NT_ANT_HAZ_NE2_MOD,Stunting,Layer 1,23.9407,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,NT_ANT_WHZ_PO2_MOD,Overweight,Layer 1,3.781,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,NT_BF_EIBF,Early BF Initiation,Layer 2,43.6673,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,NT_BF_EXBF,Excl. BF,Layer 1,50.7407,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2020,NT_BW_LBW,Low Birth Weight,Layer 1,16.7618,4,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,NT_CF_MAD,Min Acceptable Diet,Layer 2,28.4661,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,NT_CF_MDD,Min Dietary Diversity,Layer 2,38.4769,0,,,76.66666666666667,83.33333333333334,70.0
SDGRC_ESCAP_CSN,ESCAP_Countries with Special Needs,2024,NT_CF_MMF,Min Meal Frequency,Layer 2,61.4912,0,,,76.66666666666667,83.33333333333334,70.0
