iso3,country,region,income_group,layer1_score,layer2_score,layer3_score,nis_readiness_score
UNFPA_LAC,Latin America and the Caribbean (UNFPA),,,0.0,0.0,40.0,13.200000000000001
FSM,Micronesia (Federated States of),East Asia and Pacific,,16.666666666666664,0.0,20.0,12.266666666666666
NIU,Niue,,,16.666666666666664,0.0,20.0,12.266666666666666
WHO_REG_GLOBAL,World Health Organisation regions - Global,,,0.0,0.0,20.0,6.6000000000000005
XKX,Kosovo (UNSCR 1244),,Upper middle income,0.0,0.0,20.0,6.6000000000000005
AUREC_ECOWAS_202502,Economic Community of West African States (ECOWAS 2025),,,0.0,0.0,20.0,6.6000000000000005
SDGRC_ESCAP_ECO,ESCAP_ECO (ECO),,,0.0,0.0,20.0,6.6000000000000005
SDGRC_ESCAP_NORTH_AMERICA,ESCAP_North America (NAM),,,0.0,0.0,20.0,6.6000000000000005
SDGRC_ESCAP_LATIN_AMERICA,ESCAP_Latin America (LAC),,,0.0,0.0,20.0,6.6000000000000005
SDGRC_ESCAP_EUROPE,ESCAP_Europe (Europe),,,0.0,0.0,20.0,6.6000000000000005
UNICEF_ESAR_OPS,ESAR (operational region),,,0.0,0.0,20.0,6.6000000000000005
PRI,Puerto Rico,,High income,0.0,0.0,20.0,6.6000000000000005
SDGRC_ESCAP_AFRICA,(SDGRC) ESCAP_Africa (AFR),,,0.0,0.0,20.0,6.6000000000000005
MSR,Montserrat,,,0.0,0.0,20.0,6.6000000000000005
NIC,Nicaragua,Latin America and Caribbean,Lower middle income,0.0,0.0,20.0,6.6000000000000005
UNICEF_LACR_OPS,LACR (operational region),,,0.0,0.0,20.0,6.6000000000000005
UNICEF_EAPR_OPS,EAPR (operational region),,,0.0,0.0,20.0,6.6000000000000005
UNICEF_ECAR_OPS,ECAR (operational region),,,0.0,0.0,20.0,6.6000000000000005
UNICEF_ROSA_OPS,ROSA (operational region),,,0.0,0.0,20.0,6.6000000000000005
UNICEF_WCAR_OPS,WCAR (operational region),,,0.0,0.0,20.0,6.6000000000000005
UNICEF_MENA_OPS,MENA (operational region),,,0.0,0.0,20.0,6.6000000000000005
BMU,Bermuda,,,0.0,0.0,20.0,6.6000000000000005
AIA,Anguilla,,,0.0,0.0,20.0,6.6000000000000005
